SNP	PVALUE
rs7450312	0.174
rs7774952	0.2482
rs2268716	0.3591
rs189992	0.2053
rs1412035	0.0105
rs2147422	0.1202
rs9328348	0.878
rs11759250	0.4839
rs1632649	0.8648
rs1563300	0.7406
rs9498263	0.6078
rs9369248	0.7556
rs7748720	0.2693
rs11964671	0.9825
rs10498858	0.09468
rs9404031	0.1949
rs719761	0.2685
rs3778462	0.3116
rs1577425	0.1269
rs2502618	0.6896
rs3902051	0.15616
rs6568543	0.6809
rs3857604	0.4862
rs4388272	0.6594
rs9405421	0.9724
rs10755497	0.6128
rs4714956	0.5339
rs6904130	0.02607
rs12199791	0.8938
rs6597300	0.1514
rs16892963	0.005846
rs1974276	0.5763
rs9395558	0.08581
rs2626108	0.3796
rs774414	0.08338
rs4713706	0.04181
rs2787931	0.2825
rs7762957	0.8503
rs7749211	0.8427
rs16877387	0.1652
rs9462876	0.6769
rs6922362	0.975
rs195517	0.6462
rs926925	0.07616
rs4377779	0.06998
rs7752905	0.6779
rs1416517	0.634
rs1204785	0.013438
rs9386527	0.8499
rs12205389	0.7384
rs4541789	0.4414
rs607474	0.7609
rs9358400	0.15978
rs9398896	0.6423
rs10945962	0.7201
rs1361445	0.1415
rs2788907	0.09956
rs668932	0.6776
rs12211578	0.05455
rs2092425	0.1158
rs2254479	0.113
rs6912656	0.05071
rs7764451	0.2261
rs4896831	0.5768
rs149702	0.8015
rs9458991	0.3481
rs17216964	0.667
rs12200518	0.7181
rs7776061	0.1424
rs1789989	0.1146
rs11154227	0.1873
rs10305479	0.254
rs1995688	0.3073
rs4709755	0.7658
rs1891514	0.5983
rs4707973	0.4235
rs12203826	0.5872
rs11759011	0.5158
rs2496509	0.747
rs909788	0.5413
rs2465834	0.2889
rs2073004	0.7248
rs2755413	0.4261
rs12525670	0.10948
rs317789	0.3235
rs7743965	0.0529
rs6454017	0.7811
rs7772573	0.4601
rs12663382	0.5202
rs13208674	0.6754
rs9397726	0.6566
rs1935684	0.8846
rs10948549	0.09097
rs714388	0.6843
rs205653	0.9061
rs9322496	0.01676
rs4895598	0.19528
rs9359793	0.2563
rs2008593	0.9723
rs7765359	0.6583
rs9445143	0.09496
rs2446094	0.15332
rs6900063	0.5062
rs199626	0.1633
rs16880532	0.05107
rs6925161	0.1459
rs239820	0.3875
rs9472705	0.6782
rs1334689	0.6821
rs7750686	0.4622
rs9388686	0.08503
rs761101	0.9216
rs1406957	0.4162
rs2134537	0.10754
rs2153911	0.6731
rs200151	0.3766
rs4708197	0.6015
rs9481029	0.841
rs9364045	0.6116
rs2655438	0.2093
rs2029440	0.4697
rs2764175	0.4407
rs13217271	0.01013
rs2613565	0.1932
rs7739373	0.1994
rs9442676	0.296
rs11154491	0.5575
rs12205573	0.02909
rs493871	0.8493
rs12216534	0.4326
rs9328180	0.4234
rs7772132	0.2855
rs474562	0.7477
rs594734	0.9138
rs3827797	0.4615
rs9261816	0.7357
rs13214580	0.6088
rs13192791	0.4324
rs855372	0.04621
rs455839	0.18134
rs9347111	0.3006
rs4357170	0.1738
rs4945751	0.8778
rs220924	0.4255
rs1447159	0.3163
rs12197810	0.7088
rs9462818	0.9344
rs197462	0.5686
rs9385960	0.6747
rs4710987	0.4992
rs6569368	0.1485
rs12198780	0.19438
rs210620	0.1037
rs6918454	0.06818
rs12201897	0.7508
rs734129	0.4968
rs11243196	0.013376
rs1555064	0.4847
rs2518199	0.5014
rs13211676	0.637
rs1572921	0.4995
rs4235888	0.01815
rs6922755	0.5684
rs7773301	0.7708
rs12208461	0.4464
rs7767402	0.8639
rs12195338	0.6074
rs9297006	0.2641
rs1761630	0.3016
rs1205023	0.2709
rs7766765	0.14326
rs17504230	0.152
rs9399879	0.636
rs2763025	0.7692
rs9346640	0.011006
rs1546859	0.06942
rs6940371	0.8836
rs9322332	0.2748
rs6915301	0.5096
rs536252	0.2431
rs6928611	0.02147
rs6921051	0.3642
rs9688395	0.007184
rs1925227	0.1491
rs12660310	0.838
rs2142725	0.08635
rs17198823	0.2113
rs11757842	0.04284
rs4557511	0.4086
rs1128289	0.9908
rs12212532	0.9643
rs791977	0.010666
rs945528	0.7322
rs7767235	0.2032
rs2504702	0.5233
rs9395152	0.3837
rs6914405	0.6498
rs1015690	0.5982
rs851973	0.9276
rs13199404	0.7319
rs6923613	0.3992
rs523938	0.15396
rs9354583	0.2004
rs4869834	0.4287
rs1925157	0.853
rs9296272	0.7379
rs389399	0.9015
rs783136	0.364
rs9455031	0.9239
rs13218657	0.4183
rs12211623	0.3925
rs638765	0.8167
rs9371273	0.4577
rs1418825	0.18826
rs875462	0.8133
rs12198517	0.9184
rs9356302	0.6922
rs17076088	0.7784
rs6914111	0.9168
rs9344336	0.1448
rs9458928	0.9575
rs1572885	0.06788
rs7746950	0.5488
rs3117071	0.744
rs7761822	0.4527
rs12210300	0.5086
rs2764105	0.01875
rs2585614	0.6212
rs9456708	0.002517
rs239233	0.148
rs9444726	0.3254
rs9505956	0.2553
rs6906619	0.9257
rs2124434	0.9363
rs10456977	0.8692
rs9480212	0.3864
rs2281490	0.5169
rs9343836	0.5753
rs9372718	0.6852
rs2658152	0.09628
rs11751565	0.1156
rs12198657	0.6876
rs3799119	0.6948
rs9344563	0.7924
rs11753129	0.3199
rs761748	0.6697
rs4895801	0.9859
rs9456267	0.211
rs2819965	0.5469
rs1207166	0.861
rs2503733	0.3848
rs7744302	0.4216
rs7772041	0.9081
rs7452290	0.696
rs1923380	0.6598
rs7740594	0.5214
rs1891352	0.0398
rs815583	0.2321
rs3024305	0.6204
rs16878178	0.9134
rs4310042	0.4122
rs1451705	0.6931
rs9449424	0.1466
rs9458428	0.2841
rs2327091	0.6637
rs6927521	0.1678
rs6930685	0.17066
rs745217	0.646
rs3843996	0.5452
rs126459	0.8138
rs1202209	0.9264
rs597096	0.1252
rs13193768	0.5203
rs9361259	0.7548
rs9448503	0.7733
rs1322447	0.606
rs7749339	0.6902
rs4398731	0.4652
rs5019880	0.6431
rs12193888	0.938
rs9351571	0.7385
rs1905212	0.5492
rs2811688	0.5963
rs9351951	0.4665
rs2106351	0.7919
rs7740720	0.2409
rs2201888	0.5026
rs2239620	0.5693
rs9363497	0.1634
rs17077055	0.7725
rs9385792	0.7742
rs1857712	0.9474
rs2057026	0.5036
rs12202739	0.05648
rs4286756	0.8342
rs789483	0.1673
rs970568	0.6438
rs2523971	0.3944
rs17134028	0.965
rs9487975	0.1857
rs1233367	0.014298
rs9461234	0.6709
rs7747900	0.9441
rs9368246	0.006233
rs225605	0.006287
rs1014966	0.7778
rs12209580	0.9127
rs3130188	0.146
rs501424	0.8093
rs4839820	0.11994
rs6912892	0.71
rs4706877	0.1717
rs1892360	0.1393
rs17823349	0.9704
rs9359271	0.6968
rs3799336	0.1168
rs894124	0.3176
rs1853144	0.9805
rs500972	0.6859
rs6923256	0.0004134
rs13212392	0.7167
rs17072962	0.8244
rs1436868	0.1494
rs873537	0.08582
rs6913131	0.03554
rs6900501	0.3822
rs2147374	0.9462
rs1471568	0.09439
rs1770722	0.3373
rs17288411	0.5458
rs7738467	0.8226
rs17738750	0.1714
rs3010304	0.5805
rs2817430	0.7499
rs3778659	0.3843
rs597731	0.1763
rs527507	0.19726
rs1074706	0.5383
rs4112651	0.7516
rs10485168	0.3522
rs849055	0.276
rs4714864	0.7271
rs9359762	0.3306
rs186810	0.5624
rs6919578	0.2551
rs1913079	0.4964
rs6453750	0.07493
rs4568459	0.1706
rs6938794	0.3121
rs9489724	0.15822
rs7768804	0.7046
rs4424103	0.5318
rs614124	0.4063
rs11752876	0.09523
rs9489409	0.5902
rs9391114	0.05892
rs16892196	0.487
rs2817297	0.7635
rs7753214	0.1365
rs201225	0.54
rs9390089	0.5004
rs505776	0.3378
rs4252117	0.2045
rs7755897	0.3562
rs4715868	0.008022
rs158258	0.3952
rs17054436	0.5401
rs7750415	0.5681
rs7740619	0.05157
rs2841309	0.2643
rs9378867	0.1713
rs1938116	0.3477
rs9358476	0.3866
rs12209820	0.5813
rs945890	0.8337
rs9449854	0.04367
rs13191900	0.04411
rs9398506	0.9983
rs1111355	0.2333
rs12212860	0.1958
rs9322132	0.16012
rs1678643	0.8213
rs1341176	0.8326
rs2064314	0.18954
rs9372627	0.2449
rs976611	0.6473
rs221578	0.1529
rs9387999	0.2642
rs9456684	0.13278
rs2327147	0.7419
rs733259	0.6024
rs926561	0.1015
rs1377698	0.9654
rs1408504	0.3046
rs10807283	0.2671
rs1572470	0.004652
rs13198576	0.595
rs7739743	0.3169
rs4360114	0.1129
rs321329	0.392
rs11754429	0.2762
rs13208402	0.3713
rs17709109	0.016358
rs9475714	0.4583
rs9449469	0.5823
rs12195182	0.8435
rs9296453	0.1216
rs9383287	0.2919
rs11756329	0.159
rs9359274	0.5893
rs1496007	0.9589
rs9494473	0.1128
rs11154927	0.11934
rs6921607	0.6915
rs802791	0.8585
rs12528502	0.7729
rs1150792	0.4805
rs4389783	0.2991
rs223287	0.1816
rs853980	0.03896
rs13218183	0.3196
rs1040659	0.2191
rs2179759	0.5729
rs12192053	0.8752
rs4240593	0.15012
rs11968601	0.6259
rs6940831	0.11372
rs414931	0.1126
rs6927382	0.5812
rs9345621	0.07944
rs12524838	0.3933
rs6914813	0.05146
rs578761	0.776
rs2451678	0.2829
rs643394	0.3076
rs2882861	0.7365
rs12212527	0.8825
rs7771799	0.5782
rs6903152	0.5185
rs3805986	0.4448
rs16889294	0.3231
rs16887932	0.08641
rs9357219	0.1546
rs9394678	0.3894
rs9499655	0.8735
rs12707199	0.1598
rs6970032	0.6341
rs10254831	0.12358
rs832996	0.04111
rs293166	0.2763
rs10250055	0.4183
rs1029391	0.9677
rs11768357	0.6527
rs6975833	0.8792
rs12113377	0.197
rs12665978	0.7739
rs10951876	0.1015
rs11763015	0.03898
rs11981517	0.3056
rs42059	0.6628
rs10953566	0.3599
rs17813243	0.16218
rs919681	0.745
rs17147231	0.9714
rs6960438	0.4361
rs2402976	0.4632
rs17496575	0.4455
rs2521635	0.3534
rs6959436	0.5781
rs17165133	0.6021
rs6966688	0.5126
rs1387183	0.7734
rs10268699	0.4815
rs4725479	0.08299
rs7811232	0.1023
rs1178171	0.58
rs11770518	0.13692
rs1003241	0.1624
rs3779289	0.19358
rs4581001	0.18542
rs2074712	0.08946
rs6462062	0.199
rs2583874	0.8682
rs1018073	0.04219
rs11771925	0.05276
rs917767	0.8314
rs10272997	0.532
rs6967307	0.4467
rs6952592	0.8446
rs10499833	0.09288
rs1523802	0.6081
rs3801593	0.5827
rs302162	0.02172
rs2723557	0.1435
rs35846	0.6289
rs7802291	0.4913
rs993873	0.4595
rs1404918	0.17004
rs10249508	0.721
rs2961169	0.1028
rs17774080	0.412
rs4726863	0.01864
rs7795959	0.3108
rs2023908	0.04959
rs13225493	0.9992
rs11767605	0.9444
rs12536601	0.5369
rs7792796	0.17114
rs38319	0.7783
rs6463208	0.2798
rs11766216	0.2612
rs1673206	0.8103
rs10267374	0.1362
rs7782277	0.7459
rs3801159	0.09126
rs1942648	0.7852
rs10247918	0.7146
rs6963296	0.2863
rs10279584	0.2999
rs7779342	0.2453
rs10256826	0.1244
rs12536661	0.2368
rs1419413	0.16758
rs3778996	0.5963
rs2191046	0.4187
rs6461180	0.8617
rs2240457	0.756
rs6956742	0.6959
rs6963970	0.6589
rs11973245	0.25
rs759658	0.3219
rs1425159	0.1087
rs1438595	0.1954
rs9641509	0.9364
rs17619548	0.2113
rs39091	0.5093
rs502608	0.193
rs17336044	0.1544
rs1406088	0.5256
rs6962380	0.2903
rs12112079	0.6064
rs13239419	0.5562
rs9986756	0.407
rs9641523	0.1323
rs718413	0.571
rs10156055	0.01336
rs7810666	0.3223
rs13235705	0.12958
rs10486347	0.1086
rs2072156	0.1823
rs920134	0.5768
rs11975341	0.6243
rs10242655	0.9707
rs2241332	0.8818
rs10263826	0.3127
rs10257676	0.07558
rs1204371	0.5108
rs2717815	0.005756
rs2108801	0.5913
rs1002293	0.6732
rs12531907	0.7524
rs10250267	0.7711
rs13227818	0.16834
rs7790948	0.2479
rs10228182	0.165
rs10275592	0.566
rs1722327	0.4654
rs11487211	0.16868
rs12703922	0.09165
rs6977940	0.3396
rs10237272	0.4184
rs17640804	0.9954
rs8509	0.2559
rs4723403	0.5027
rs10278563	0.2491
rs221298	0.7071
rs194855	0.3886
rs10250033	0.7157
rs6960163	0.4266
rs10486817	0.1994
rs5021673	0.582
rs3823544	0.866
rs12112197	0.4764
rs343036	0.6602
rs2519594	0.7689
rs6968204	0.3266
rs7776839	0.3013
rs3102816	0.6224
rs17165780	0.5899
rs6948502	0.8946
rs1016726	0.4184
rs11974297	0.1322
rs1062277	0.07089
rs4140978	0.7689
rs10256450	0.6157
rs17143065	0.9106
rs17175551	0.4806
rs12669562	0.7585
rs13438327	0.7594
rs991574	0.7691
rs6460626	0.8031
rs17169541	0.5333
rs10249843	0.4107
rs17497544	0.02702
rs13242741	0.8455
rs10251260	0.02148
rs9641913	0.10248
rs7782964	0.6942
rs10258873	0.4786
rs11763757	0.3935
rs4719379	0.7499
rs10486179	0.11352
rs17207421	0.3223
rs2041348	0.05288
rs798354	0.1058
rs10241505	0.4544
rs6968082	0.7508
rs17167948	0.01217
rs1916731	0.9539
rs4719323	0.6965
rs6944384	0.00815
rs10259595	0.05398
rs966053	0.4925
rs991632	0.09666
rs4446676	0.7679
rs11978669	0.18906
rs4442022	0.7416
rs10464788	0.3556
rs12701823	0.04988
rs4722409	0.637
rs757524	0.1272
rs2190111	0.6175
rs2117092	0.5406
rs4729661	0.2464
rs12666524	0.2137
rs12536073	0.3269
rs2677059	0.6527
rs6962582	0.09951
rs2177651	0.8669
rs13241373	0.4058
rs11768469	0.004166
rs2896361	0.5116
rs11771498	0.04228
rs13247734	0.3267
rs12155304	0.11578
rs2204131	0.9269
rs6461315	0.4005
rs10486901	0.11218
rs2106926	0.04533
rs17142811	0.931
rs3095059	0.715
rs755200	0.9812
rs6955134	0.5589
rs17137518	0.984
rs1993203	0.134
rs7780467	0.2564
rs6957105	0.3324
rs6970158	0.5827
rs4530933	0.231
rs739517	0.6947
rs11972143	0.3464
rs10272797	0.7255
rs7780647	0.1374
rs4729726	0.18108
rs740086	0.7263
rs2920012	0.9354
rs7787043	0.4669
rs973338	0.08345
rs13438513	0.657
rs12111673	0.3953
rs6960327	0.013028
rs802413	0.1855
rs17174014	0.1053
rs978057	0.8784
rs7800709	0.5005
rs12700254	0.3233
rs805804	0.3731
rs4728732	0.5814
rs11763054	0.5424
rs17748222	0.2201
rs4732434	0.5835
rs1404722	0.04174
rs4719599	0.02058
rs2237466	0.06461
rs10259096	0.2571
rs2214355	0.3298
rs1526254	0.9173
rs2189519	0.8469
rs1012960	0.4898
rs3800592	0.0583
rs2090934	0.4677
rs217597	0.05216
rs7467	0.6242
rs2888540	0.094
rs10486903	0.5633
rs10263001	0.5483
rs7807122	0.3311
rs1362133	0.05322
rs12669595	0.3422
rs542137	0.7355
rs4721679	0.6957
rs2995881	0.7015
rs4131224	0.16232
rs7809542	0.1066
rs7793273	0.3542
rs1859569	0.3792
rs12539379	0.4099
rs6670	0.1822
rs2710987	0.03646
rs1997102	0.02922
rs6955901	0.08021
rs7787350	0.03378
rs17169802	0.18166
rs4517053	0.01037
rs2878957	0.5288
rs258681	0.6951
rs17140199	0.5295
rs17133917	0.4312
rs7790365	0.8079
rs3815236	0.3268
rs10231406	0.6194
rs10280695	0.09048
rs12700249	0.02826
rs13239674	0.0422
rs7794406	0.6866
rs17245588	0.18032
rs17172589	0.7452
rs7801695	0.7229
rs10257276	0.8749
rs17140937	0.706
rs10273041	0.05432
rs2072407	0.1114
rs6968500	0.3847
rs9642475	0.9976
rs834770	0.791
rs12540603	0.4382
rs1917292	0.2929
rs13225338	0.01457
rs11977041	0.5869
rs10950343	0.703
rs6974016	0.1136
rs846928	0.591
rs7787508	0.2889
rs3864418	0.0918
rs798565	0.4503
rs11972265	0.8578
rs398279	0.7241
rs7789977	0.9165
rs2644302	0.1986
rs9648874	0.01866
rs227943	0.2867
rs1947966	0.1252
rs11980511	0.5349
rs10234060	0.9991
rs4947763	0.3232
rs12707086	0.3731
rs10085427	0.5983
rs6467068	0.6739
rs4144246	0.14964
rs6944700	0.04957
rs10248130	0.2458
rs10488077	0.06276
rs11975362	0.826
rs17662800	0.4286
rs6955227	0.7721
rs1009905	0.3745
rs3823523	0.8124
rs968795	0.5087
rs10225473	0.0553
rs1438604	0.05934
rs774248	0.07137
rs4724279	0.2415
rs7350025	0.388
rs12673439	0.8809
rs7796334	0.2582
rs322243	0.5929
rs7805454	0.6037
rs2711125	0.511
rs1404160	0.16824
rs7803317	0.1351
rs10263385	0.7778
rs6979828	0.9321
rs1419429	0.8954
rs1035293	0.6088
rs1568799	0.543
rs2266923	0.1154
rs10952290	0.1913
rs17151997	0.2243
rs12718274	0.9566
rs7795554	0.5382
rs7783371	0.2725
rs12701929	0.02976
rs1029848	0.9897
rs10270419	0.05427
rs7778019	0.3957
rs2882589	0.5998
rs10224689	0.04726
rs2880159	0.6456
rs12672482	0.3319
rs1620792	0.2571
rs12701109	0.2623
rs10953592	0.19548
rs10248353	0.3873
rs150609	0.0513
rs17811849	0.5058
rs10233214	0.4803
rs17713208	0.5722
rs11760834	0.0692
rs2698493	0.2449
rs11980936	0.0583
rs3819747	0.4459
rs7786415	0.3922
rs10255601	0.3533
rs11976667	0.7631
rs1834816	0.363
rs647270	0.1571
rs4721718	0.9509
rs11984145	0.7317
rs4727959	0.617
rs719468	0.9688
rs17139118	0.8372
rs12673563	0.1802
rs3793306	0.4064
rs11981911	0.6843
rs1049793	0.9823
rs763515	0.17172
rs1404732	0.5691
rs6973491	0.7562
rs12538588	0.1866
rs17715059	0.9289
rs12154585	0.7103
rs1320794	0.3948
rs7796021	0.1691
rs4540333	0.4956
rs13241844	0.8343
rs848919	0.9397
rs262361	0.4461
rs17383882	0.115
rs10255515	0.9174
rs2392927	0.11982
rs17288688	0.03089
rs846276	0.5194
rs2066984	0.3623
rs10268628	0.7462
rs1880569	0.02869
rs7795691	0.7403
rs2722245	0.2976
rs7804513	0.1867
rs11563673	0.06482
rs4512335	0.9795
rs6461502	0.18274
rs13438769	0.4431
rs17496524	0.07376
rs2190997	0.9529
rs4722093	0.3876
rs7785832	0.6157
rs6960859	0.6712
rs10267950	0.5489
rs6950924	0.5395
rs12700017	0.0964
rs12701626	0.13906
rs12056304	0.7859
rs1521470	0.03247
rs9719534	0.07771
rs6972688	0.08719
rs6973372	0.9399
rs1029999	0.2099
rs7802168	0.8518
rs2965441	0.3689
rs212672	0.5945
rs854520	0.6605
rs10244825	0.5196
rs17215452	0.03838
rs12672916	0.7335
rs9777	0.95
rs726915	0.6746
rs12705857	0.9857
rs1015088	0.1409
rs17158314	0.403
rs10487008	0.09127
rs7799652	0.9445
rs2893196	0.007988
rs11974684	0.04692
rs1468105	0.2287
rs847917	0.5095
rs3808086	0.2211
rs12539	0.18874
rs11976158	0.3585
rs17163227	0.2011
rs10230708	0.8405
rs13247254	0.403
rs6947020	0.6293
rs4346913	0.3411
rs763451	0.8867
rs11772708	0.06651
rs2730604	0.13968
rs6972287	0.09912
rs2189995	0.4415
rs986302	0.5492
rs4720054	0.4258
rs940525	0.10832
rs2711328	0.295
rs12531199	0.01696
rs665316	0.5787
rs6967435	0.3944
rs17170055	0.9842
rs11764436	0.3197
rs17360851	0.266
rs2285928	0.77
rs10252810	0.10784
rs10280766	0.04629
rs6948945	0.5451
rs2109705	0.8229
rs13241401	0.1122
rs2346269	0.4137
rs17524275	0.5487
rs4947687	0.3589
rs2734207	0.8372
rs1385943	0.19516
rs10953924	0.07221
rs7777968	0.19024
rs2394936	0.5941
rs740200	0.9837
rs4728228	0.07154
rs2195669	0.4094
rs2711121	0.2835
rs7812156	0.7195
rs4960710	0.0263
rs327710	0.17628
rs4291215	0.2777
rs7778638	0.3613
rs12701744	0.5446
rs6950138	0.3004
rs1869839	0.7181
rs6963983	0.3952
rs6944979	0.1808
rs1003007	0.4183
rs10277512	0.5852
rs990080	0.5023
rs13243849	0.1034
rs4585687	0.4197
rs1182150	0.8848
rs2888440	0.8069
rs405046	0.8758
rs12536153	0.8524
rs11772222	0.1852
rs846701	0.7322
rs12535465	0.601
rs844722	0.2918
rs13239553	0.4093
rs229869	0.5022
rs6463787	0.01535
rs4724502	0.2065
rs2074632	0.3525
rs757759	0.2472
rs2160270	0.1936
rs6960162	0.7983
rs17172525	0.3556
rs2367331	0.0263
rs12534716	0.3325
rs12532688	0.1333
rs1858808	0.0132
rs7786808	0.03093
rs17171412	0.1855
rs12702755	0.10152
rs17862304	0.6654
rs10270738	0.7815
rs11975331	0.04868
rs2228688	0.4324
rs17166404	0.3335
rs6971236	0.82
rs17347906	0.1011
rs2355070	0.9464
rs6978900	0.8622
rs1396585	0.307
rs2520263	0.5905
rs6460447	0.7914
rs1178328	0.1022
rs11976255	0.1011
rs6971072	0.9269
rs993179	0.1371
rs2707853	0.6837
rs6956707	0.1729
rs10262664	0.7582
rs1125198	0.4542
rs1111418	0.8862
rs3114717	0.9232
rs12718542	0.02344
rs218969	0.6575
rs11773838	0.1184
rs937677	0.1669
rs7789577	0.6617
rs7799771	0.4783
rs240010	0.12178
rs12701287	0.4948
rs2608289	0.9463
rs1918851	0.05183
rs10279637	0.15534
rs4484620	0.7747
rs17152235	0.4039
rs6956555	0.4505
rs2078807	0.6683
rs4574792	0.1345
rs1894780	0.9703
rs10274281	0.6229
rs4644148	0.8159
rs4605960	0.4673
rs176473	0.06252
rs1443751	0.3851
rs7800624	0.1628
rs901119	0.7937
rs6995202	0.14938
rs4617194	0.6899
rs10094920	0.422
rs2115967	0.745
rs11786840	0.019638
rs6996127	0.03438
rs10954967	0.014064
rs3793428	0.5035
rs11136522	0.4811
rs2931326	0.4934
rs2304284	0.17332
rs6985245	0.3107
rs9886586	0.1819
rs1456	0.6727
rs13258782	0.803
rs2930500	0.3041
rs12115050	0.3646
rs11990133	0.3706
rs10088424	0.3279
rs1394270	0.895
rs490032	0.6034
rs1154091	0.4739
rs7834624	0.4272
rs9692962	0.3417
rs1043228	0.0015944
rs12546671	0.08606
rs1844314	0.8465
rs4339600	0.9819
rs12155648	0.8652
rs10093623	0.1278
rs13266634	5.461e-10
rs940074	0.8414
rs876575	0.5186
rs12678829	0.1433
rs6991959	0.263
rs10092054	0.7993
rs1364616	0.9772
rs13267758	0.9243
rs4276721	0.4434
rs6601540	0.6567
rs11166840	0.3071
rs7001029	0.3954
rs4733534	0.3606
rs6577841	0.133
rs868482	0.675
rs1986973	0.3735
rs7010824	0.4475
rs13251604	0.05975
rs4735552	0.3985
rs2609997	0.6542
rs965985	0.9075
rs7341551	0.2805
rs7016428	0.2118
rs7829208	0.9175
rs7008124	0.3827
rs11203822	0.5801
rs10505205	0.19532
rs7827478	0.03992
rs16917870	0.4987
rs6984922	0.5058
rs4634608	0.343
rs1839396	0.8852
rs2584561	0.017342
rs6469388	0.2244
rs6586987	0.182
rs2409632	0.3864
rs4436154	0.5507
rs2279591	0.019774
rs694220	0.1087
rs2701910	0.1395
rs2122348	0.5119
rs12114848	0.8698
rs1871889	0.1117
rs2669443	0.5789
rs320550	0.1808
rs7815838	0.6856
rs10808873	0.8456
rs16931331	0.11568
rs7816615	0.8651
rs10091870	0.04561
rs2514756	0.03453
rs6577897	0.4412
rs17122092	0.7828
rs13261159	0.12718
rs7015254	0.7866
rs10503462	0.3498
rs9297588	0.9733
rs7846517	0.8457
rs10092945	0.8382
rs3935704	0.4732
rs10110109	0.1572
rs2860289	0.2077
rs7832435	0.4636
rs11777107	0.4818
rs763553	0.3416
rs10108483	0.12422
rs11991869	0.1221
rs375061	0.2329
rs6471360	0.01425
rs305256	0.7783
rs10102214	0.4549
rs7825797	0.9339
rs2916756	0.3919
rs13269976	0.2768
rs11993876	0.3699
rs733518	0.9521
rs1160474	0.3967
rs2022960	0.13326
rs12676679	0.03532
rs9298622	0.3724
rs644062	0.1202
rs4472487	0.8558
rs6472144	0.5071
rs12114435	0.508
rs9987370	0.1831
rs9644426	0.4291
rs10093959	0.8398
rs2122599	0.8322
rs3849834	0.010792
rs7815184	0.7309
rs17740109	0.3777
rs7834242	0.6257
rs10104764	0.7507
rs7003840	0.9945
rs17630877	0.3991
rs2685329	0.9797
rs7813604	0.3473
rs2898376	0.8437
rs2581899	0.2458
rs2469621	0.35
rs10957784	0.0179
rs4732992	0.4047
rs7822193	0.3554
rs2977711	0.6298
rs6999741	0.5418
rs11777678	0.19082
rs2466032	0.06864
rs7007184	0.8569
rs7829421	0.8003
rs519364	0.1128
rs11991064	0.02851
rs733075	0.1843
rs9298291	0.652
rs241196	0.9399
rs7832956	0.13108
rs13274488	0.4355
rs11990608	0.5853
rs7464228	0.5024
rs13272250	0.2231
rs16877149	0.1631
rs1078363	0.789
rs10092970	0.4548
rs4133054	0.4263
rs2251430	0.8084
rs13277937	0.798
rs10956804	0.8897
rs2615402	0.1967
rs2898280	0.9615
rs966760	0.03899
rs10103396	0.7982
rs268566	0.262
rs1385291	0.3116
rs7463507	0.5454
rs6472918	0.07792
rs2648892	0.646
rs13279206	0.2187
rs744769	0.5733
rs2664345	0.656
rs3018925	0.3333
rs12544572	0.4521
rs2383893	0.6878
rs1157142	0.8401
rs2688354	0.5861
rs1481790	0.5094
rs2385326	0.1529
rs11204032	0.0956
rs7834149	0.4339
rs4871544	0.7091
rs6992702	0.1722
rs1595470	0.4459
rs9650214	0.5344
rs7828727	0.2414
rs4871334	0.01735
rs7822567	0.7825
rs4875362	0.765
rs10464865	0.4362
rs12546673	0.6521
rs6651361	0.9291
rs2132699	0.2742
rs4875262	0.7814
rs315232	0.5932
rs2203835	0.16156
rs261562	0.5029
rs2445908	0.7682
rs1700092	0.6941
rs4566996	0.6946
rs2883121	0.6412
rs6473263	0.1381
rs12674712	0.3058
rs10098667	0.9748
rs4961207	0.7419
rs993151	0.4072
rs6474156	0.1009
rs4472512	0.07367
rs732068	0.442
rs3919904	0.7792
rs7814178	0.4815
rs10110537	0.1528
rs17324385	0.1434
rs17480050	0.5845
rs2958417	0.6962
rs4739687	0.9165
rs6469304	0.01556
rs4424255	0.1226
rs7459532	0.7026
rs2128216	0.9388
rs9644677	0.9658
rs6557616	0.3473
rs4358797	0.1815
rs1458134	0.4183
rs12546953	0.6019
rs4875703	0.204
rs7460902	0.3657
rs983944	0.396
rs6578200	0.12008
rs17813015	0.07576
rs10112249	0.5829
rs6990764	0.3426
rs7822041	0.4196
rs7823866	0.1089
rs11775176	0.1825
rs16877965	0.02882
rs13248262	0.9246
rs4732631	0.2423
rs7009597	0.9956
rs7820617	0.03306
rs10046672	0.8572
rs2725659	0.01188
rs11990978	0.8331
rs13254763	0.6797
rs16890977	0.1502
rs10504814	0.6358
rs4871089	0.18902
rs17223118	0.4902
rs12548637	0.8274
rs1424683	0.01494
rs1806535	0.1372
rs7821815	0.4442
rs12209	0.853
rs12675477	0.2686
rs4736164	0.05487
rs7016259	0.4576
rs1429948	0.483
rs871959	0.728
rs7008906	0.6906
rs11992493	0.02705
rs2016932	0.8558
rs2054422	0.4349
rs1915019	0.1377
rs1482015	0.0254
rs7817423	0.05186
rs2380646	0.9781
rs2904724	0.7243
rs7828987	0.6621
rs285866	0.9453
rs2614110	0.8446
rs1546100	0.2232
rs2468678	0.6563
rs1503753	0.4594
rs670604	0.6037
rs11775180	0.4442
rs10113248	0.1611
rs11996075	0.0926
rs3736646	0.3949
rs12546928	0.01321
rs12548500	0.8773
rs17230328	0.6323
rs1525054	0.1937
rs2978563	0.6927
rs931293	0.002456
rs1454957	0.6988
rs6988530	0.7515
rs17722952	0.05269
rs17425132	0.14292
rs4246126	0.8234
