SNP	PVALUE
rs7160733	0.2470700714
rs12881302	0.6337607024
rs12896084	0.1127908274
rs1119016	0.8370988874
rs3784138	0.0002702712
rs7154383	0.2950297427
rs1950403	0.0241397352
rs941490	0.9444995289
rs7149507	0.4318972327
rs8023004	0.1243650267
rs1642272	0.0074388753
rs1984025	0.0651499142
rs12587429	0.524219701
rs7144210	0.2922271249
rs10133094	0.8600534688
rs10136665	0.4060941701
rs1029715	0.1221029515
rs4905507	0.7160871729
rs8008094	0.0512040614
rs4983191	0.2157784748
rs12587006	0.9401406236
rs17756537	0.8431481898
rs10144488	0.581160932
rs1431045	0.3895032796
rs850739	0.9316826835
rs6571605	0.1586430077
rs8016744	0.3678245954
rs1028454	0.76440854
rs4981101	0.3086516083
rs12590692	0.7824502476
rs8011970	0.1245044814
rs1952524	0.4842899612
rs2148500	0.9946865496
rs1256540	0.316334881
rs12588696	0.1689661318
rs11625737	0.1696962648
rs2299926	0.0888423987
rs12887418	0.2551249802
rs2281615	0.4369847433
rs11846438	0.6542168179
rs7141304	0.5644854871
rs4982267	0.8744024619
rs17710375	0.9057691088
rs17797082	0.1865242794
rs4902571	0.4911546293
rs1026631	0.7363476087
rs709977	0.6623040135
rs11159373	0.285777291
rs1505188	0.2478243067
rs7146847	0.0537993041
rs12147495	0.3849702451
rs12590923	0.7484462689
rs865874	0.6354762151
rs4902055	0.7533737479
rs17107925	0.2327383329
rs2246850	0.2386304082
rs9323037	0.7798566983
rs1000449	0.1513108404
rs10142529	0.602687798
rs10147748	0.6691234466
rs10498325	0.7358154503
rs2295162	0.0236339004
rs12437344	0.1010037334
rs7155199	0.4185013061
rs17197065	0.2662326959
rs11622505	0.2193324248
rs880293	0.6386347454
rs2194532	0.6284295732
rs12434503	0.4918120188
rs8005741	0.650688133
rs767088	0.6273445251
rs11850151	0.919209197
rs17103466	0.4579896033
rs1383791	0.6767401884
rs1956790	0.0269045415
rs10149786	0.1943035416
rs8016956	0.4296860168
rs1190583	0.1538142527
rs12589666	0.2076344907
rs7149939	0.6882098472
rs1286106	0.0020046537
rs7148368	0.9843206819
rs1190997	0.3929299747
rs17177014	0.7634365391
rs8010729	0.3129591122
rs11629125	0.609312576
rs10484065	0.3868558428
rs2411356	0.1012574652
rs1742362	0.2846205987
rs229729	0.8381266823
rs1628691	0.5201743898
rs941504	0.7529135549
rs35458893	0.6512482965
rs6571896	0.7738573873
rs2856413	0.7494617016
rs4899862	0.1372018217
rs2415347	0.4123065369
rs10143004	0.6135780132
rs1954661	0.4520294202
rs12897115	0.9996515778
rs1958666	0.883757133
rs12898093	0.1763418741
rs1483973	0.7975660951
rs4420443	0.5058635599
rs12434092	0.4188879059
rs10140588	0.1822019135
rs2803935	0.4975343972
rs1489860	0.21733741
rs6573671	0.1280917374
rs8006797	0.6227301971
rs910353	0.3966438801
rs7150257	0.822181476
rs1959262	0.6333994622
rs17110646	0.4875833099
rs12883104	0.0111227674
rs12887184	0.3734661789
rs8022097	0.9690750708
rs847352	0.6922997203
rs11623590	0.4077043549
rs17435558	0.7901693652
rs4904284	0.2371261317
rs17650895	0.8309587823
rs1984138	0.7750928865
rs1286480	0.3921472402
rs10142862	0.5649445927
rs1242549	0.6415207207
rs1756628	0.4663429478
rs10147486	0.9280197394
rs7142019	0.7887597896
rs12898177	0.2820056119
rs2062469	0.4234254854
rs12587642	0.5783257482
rs2774038	0.6876541861
rs10444681	0.5270057219
rs2614485	0.1682597174
rs8192920	0.9993031557
rs2318306	0.9854531186
rs11620624	0.4629579556
rs10483445	0.9017529283
rs4901726	0.0389315042
rs8020851	0.2213233056
rs10145802	0.639620058
rs8018959	0.949816682
rs10144991	0.8732655413
rs17121954	0.6056790902
rs17098954	0.4466500426
rs12896622	0.3780053858
rs1959585	0.5925724957
rs11621828	0.2994815227
rs4497582	0.1271720613
rs12890301	0.3999611981
rs7158218	0.4166640418
rs1663330	0.4026891599
rs1890256	0.7657338056
rs2205222	0.8277997438
rs2753403	0.3919515096
rs2008386	0.6961384383
rs1465126	0.8979106165
rs12147638	0.1624636981
rs1957969	0.6215532449
rs11627735	0.6632018113
rs7151970	0.4464095704
rs11628159	0.4505318366
rs7140320	0.8043413515
rs108264	0.0610725744
rs7153128	0.3011344076
rs3783849	0.520082702
rs17095008	0.8324502476
rs1158841	0.1689661318
rs17186301	0.0977710979
rs7142470	0.0259894565
rs8022067	0.1419220855
rs7148829	0.6758743177
rs8007324	0.9193836927
rs10135711	0.5188905568
rs226999	0.5922078284
rs1952883	0.8421840085
rs6576062	0.7892003055
rs10498390	0.4810870073
rs362414	0.7245418139
rs4982356	0.7047888509
rs12587865	0.6330381942
rs1294556	0.6889946258
rs930519	0.4009358768
rs2478037	0.2891063534
rs2252964	0.6662531769
rs10873073	0.5354421521
rs1955831	0.1561380942
rs11159792	0.9905925324
rs12887669	0.2390648205
rs10145182	0.6364922192
rs724373	0.7888478945
rs12436620	0.8302568494
rs12894786	0.6315024942
rs1113993	0.8850681139
rs7161071	0.7683172402
rs2348827	0.8113756348
rs1187587	0.5424716495
rs8022236	0.0283923868
rs8010812	0.5970370293
rs858890	0.3739076719
rs8015126	0.0743352816
rs10498343	0.0363515168
rs7147255	0.102483797
rs7144105	0.8328011527
rs1950459	0.9697720779
rs12050093	0.890048939
rs10134155	0.169083799
rs1959503	0.7776515605
rs10130691	0.3183771417
rs11848309	0.2237510792
rs4903882	0.9481605993
rs217667	0.60795038
rs11158569	0.6010418849
rs7142586	0.0423407507
rs3759771	0.4077460743
rs3783300	-0.033253863
rs17509929	0.544965481
rs892701	0.4028838791
rs2053831	0.8168238657
rs17654975	0.9257519611
rs2102262	0.888476199
rs12587166	0.8346432311
rs3825546	0.6308700002
rs2064965	0.5665704074
rs7148001	0.7035410972
rs732913	0.9115301249
rs10083423	0.2392819602
rs11625914	0.6227301971
rs7157659	0.5717327413
rs7148421	0.4405910329
rs4902603	0.6667914704
rs743076	0.7261407867
rs2193594	0.5777767635
rs1743536	0.0309053045
rs4902987	0.8791241817
rs12432533	0.217580177
rs1266212	0.7377665016
rs17105951	0.6156638362
rs1957617	0.3394604922
rs6571535	0.2871261317
rs11159766	0.7507010107
rs17457575	0.2251828571
rs8012455	0.652687798
rs234433	0.5838113386
rs10147870	0.9454584157
rs95425	0.2384131355
rs7157828	0.4027865217
rs1617580	0.9757834775
rs10143967	0.4115309635
rs17780385	0.4980029479
rs452307	0.4251608802
rs2011312	6.9786365e-07
rs3783402	0.0016396995
rs1552033	0.2978267003
rs8034165	0.8474422779
rs12916723	0.3408697634
rs1166729	0.4199507117
rs2035344	0.0095490694
rs8030718	0.2585445734
rs8027146	0.5939397071
rs12439665	0.1991853092
rs2047668	0.8593531546
rs16961879	0.2569428902
rs12905203	0.3492786528
rs8036962	0.296066308
rs1048571	0.4335302694
rs480672	0.1528918656
rs2199831	0.3712914204
rs747737	0.6833315096
rs11637094	0.9217392642
rs267615	0.7504354617
rs4078063	0.484195809
rs11071411	0.1133491423
rs8025916	0.6428729278
rs17702674	0.6462067683
rs668644	0.0419040257
rs881815	0.1717847982
rs17259163	0.1376224453
rs1871385	0.2168935056
rs1442306	0.7706795497
rs2306788	0.068729518
rs12708502	0.3873463731
rs4307926	0.6872966829
rs751572	0.6519680988
rs17821658	0.8937149662
rs1996120	-0.0499370952
rs11633586	0.4776916144
rs655532	0.3779068215
rs1719343	0.7257854923
rs752004	0.7347060287
rs1382053	0.6297855247
rs11635626	0.1527713166
rs3743310	0.0251427814
rs2304295	0.8323625197
rs12439860	0.3442873604
rs1968409	0.4875833099
rs4777230	0.954000168
rs1971131	0.7138720933
rs8035524	0.4865486708
rs4547277	0.3523018713
rs8029683	0.2731803874
rs11855073	0.091482498
rs4468574	0.3637590902
rs10220743	0.2472856194
rs6493054	0.0304843588
rs2291107	0.6725298976
rs11073800	0.8133970868
rs7175329	0.3923429521
rs12909265	0.3027853734
rs9672537	0.0781544453
rs3896092	0.6338510082
rs1426072	0.9068166806
rs7167842	0.3635184578
rs7166089	0.5647609573
rs290677	0.7189423811
rs4777577	0.3608767633
rs2461639	0.2854563011
rs16972652	0.6960491941
rs8040635	0.5715494392
rs562235	0.0108965707
rs7174668	0.3440057443
rs7163725	0.0361416054
rs12593078	0.1369542484
rs3131578	0.8352571929
rs341390	0.2527681279
rs17278336	0.0575500657
rs7178982	0.2000904615
rs1404469	0.7661755123
rs8034107	0.3783995927
rs17644334	0.3165392305
rs16977982	0.4170509602
rs7165756	0.5648527761
rs8033227	0.5049288547
rs11635685	0.6801419035
rs11634233	0.8201617076
rs2871886	0.050492787
rs6495383	0.6977446067
rs13329556	0.8590905277
rs1429555	0.8622283274
rs7182710	0.786204372
rs2713922	0.0382090643
rs1514254	0.6129430004
rs11638021	0.6541268884
rs12442523	0.5284906215
rs12905793	0.2229792591
rs4774387	0.9343859886
rs2676019	0.7147619058
rs4326999	0.188132016
rs17705743	0.087764126
rs10873650	0.9735183697
rs17720604	0.5561196754
rs2624272	0.9556560179
rs2615278	0.2044896073
rs4775606	0.2742342175
rs12102213	0.5129579556
rs2469073	0.2332942834
rs2414219	0.4221713215
rs12917539	0.730580396
rs962949	0.061229224
rs176657	0.4722680511
rs2167648	0.5078062226
rs10444899	0.9355195605
rs925412	0.6101296868
rs12440373	0.9496423608
rs4775386	0.0649254336
rs6493523	0.0134437296
rs2704212	0.8962512028
rs8038795	0.2708588386
rs10519295	0.4404342239
rs975946	0.8052209085
rs2463370	0.4174378114
rs1371054	0.2402585432
rs7171510	0.8823586417
rs11161097	0.7261407867
rs1566092	0.2038142527
rs2117208	-0.0286143996
rs7176365	0.3820422153
rs7168184	0.7957773966
rs17269264	0.9918991405
rs17800976	0.9648057319
rs7166445	0.6153558997
rs12913969	0.0492244076
rs11853551	0.4694686142
rs10518779	0.2868131977
rs11636584	0.6044066386
rs9672566	0.7047715931
rs11072177	0.8107672627
rs2654529	0.5391437086
rs1827938	0.6226195121
rs11633531	0.7335976884
rs8034073	0.1337007722
rs11073476	0.0369878834
rs8035407	0.1438581484
rs1021071	0.0755755022
rs646262	0.8982599486
rs4965809	0.9224371691
rs11631088	0.9594032464
rs17205197	0.2783358083
rs2414903	0.9878921822
rs8023346	0.7326216496
rs10152125	0.0279990121
rs491115	0.9851046776
rs12910546	0.7131601543
rs17598605	-0.0617591892
rs4965284	0.0334708678
rs17820437	0.2947186219
rs1009420	0.9242690796
rs689754	0.0001028201
rs9920387	0.2743395521
rs7171546	0.9870210925
rs11634255	0.5371083569
rs8041614	0.4744809964
rs3098190	0.8259765238
rs8038002	0.4787689649
rs8024319	0.7204538071
rs11636966	0.5548309068
rs4776505	0.6309603618
rs2413810	0.8243079073
rs1546074	0.30515531
rs7173725	0.4966908175
rs11630495	0.139018146
rs6606889	0.1095308947
rs2571249	0.0484818353
rs1382443	0.5507774494
rs2005180	0.6622142252
rs2035326	0.597674424
rs184694	0.4787295387
rs7175602	0.517057795
rs17526844	0.44493032
rs11632082	0.5490256526
rs4777838	0.7012231656
rs2343678	0.3628650633
rs8034873	0.9616688724
rs11632504	0.2174483537
rs16942120	0.316334881
rs12440026	0.469373951
rs17284990	0.5284906215
rs8040010	0.9735183697
rs6497189	0.7549485255
rs7171693	0.6363788665
rs9919963	0.7756223307
rs17266192	0.8570768896
rs7171888	0.3242843958
rs16964211	0.0510705205
rs2401173	0.3565944822
rs166835	0.4166640418
rs7178419	0.8572520002
rs12591705	0.760166208
rs11070914	0.5279338635
rs644339	0.7499043356
rs2218957	0.7328878556
rs951171	0.3111751472
rs17815893	0.3440865167
rs2134331	0.757867323
rs16977648	0.1762253776
rs735823	0.8040774691
rs3021420	0.5619134367
rs555946	0.9568760787
rs12902469	0.302166485
rs12900989	0.7212538331
rs7170637	0.2732858101
rs12916000	0.074479768
rs8039607	0.739451068
rs10518760	0.0838368138
rs11070339	0.8733529997
rs1498305	0.2083311423
rs4778001	0.5924813319
rs12901236	0.2667326488
rs4924488	0.7320892069
rs1441819	0.2714924165
rs4887508	0.7237421843
rs2062062	0.4143519627
rs958856	0.26736835
rs11073795	0.1160531109
rs6495789	0.430455373
rs16957509	0.945545586
rs12439084	0.1618695024
rs17815839	0.2570497375
rs4776758	0.3866595969
rs12908858	0.3307770091
rs11072827	0.1734239384
rs12591580	0.8681921011
rs2113688	0.6666120453
rs17816639	0.7225869945
rs16943389	0.9007050989
rs9972572	0.4374892674
rs750358	0.74884197
rs11635490	0.4930324877
rs11637669	0.0695101452
rs870161	0.5797893271
rs2280033	0.914195801
rs3759839	0.2643988971
rs682994	0.0722173461
rs7176226	0.9531286429
rs16974503	0.6279775009
rs2585213	0.85812752
rs11855355	0.5495789461
rs1288775	0.6164797587
rs4526977	0.0444404171
rs3935407	0.4425631376
rs7183196	0.3157216669
rs1656605	0.9244435406
rs12908466	0.8839319362
rs12916075	0.3881309712
rs11071746	0.6074053805
rs1680194	0.8569017767
rs1906159	0.0362990698
rs12439234	0.9809233088
rs998521	0.9976481493
rs16956012	0.9236926111
rs44196	0.4429224519
rs1035750	0.2345160988
rs8027857	0.1378944456
rs12439653	0.4769365139
rs4640137	0.350701939
rs6496877	0.1273359593
rs4775493	0.5098795139
rs266300	0.2953407936
rs11636760	0.2868131977
rs12909247	0.7240975871
rs7183497	0.978571218
rs8039880	0.8464784258
rs2348371	0.6785308244
rs6496641	0.1075237683
rs1905231	0.6353859405
rs12899377	0.562832233
rs17698306	0.9792681396
rs17596562	0.1439315441
rs12902191	0.8849807183
rs2733102	0.3735649722
rs12912342	0.9897214559
rs2414094	0.9499038423
rs2554442	0.3644541424
rs12910698	0.3078297033
rs7173030	0.4865486708
rs9933311	0.7941122963
rs13336813	0.4277859873
rs6564842	0.8632919695
rs1610237	0.8696793196
rs11076866	0.8129576745
rs12934772	0.5253343977
rs7201802	0.7376778291
rs698725	0.3643548654
rs12934952	0.3988885268
rs1803382	0.3367577222
rs40311	0.9369146689
rs1861353	0.0894629543
rs17708472	0.9984321
rs780169	0.4085230019
rs4404071	0.6783517868
rs4353493	0.949041839
rs4319778	0.1196000089
rs12051091	0.6142129339
rs985184	0.5000399573
rs13336903	0.0830513288
rs37834	0.8183670756
rs6499685	0.2194431372
rs1125889	0.3280411744
rs1195629	0.2355845208
rs8051995	0.0107767596
rs6500609	0.7160074362
rs13334706	0.3966438801
rs2908902	0.8779875984
rs12446540	0.0639974809
rs4305012	0.9034772551
rs13334784	0.4477218264
rs16949212	0.9146314666
rs2896940	0.9904183174
rs1500278	0.2140803091
rs9940025	0.8712538619
rs11641942	0.0527358549
rs2550581	0.6858664472
rs4444347	0.0327537609
rs721843	0.7387418255
rs4786480	0.6662531769
rs222130	0.2156716943
rs8045335	0.9679424181
rs10871286	0.5698076252
rs950928	3.5235793e-06
rs3751785	0.4455036944
rs8050385	0.9137992047
rs2967858	0.9367402838
rs878632	0.1008033046
rs4243183	0.660418135
rs7194173	0.4856077616
rs4782542	0.1079706057
rs3104815	0.3666368821
rs9937165	0.8385635771
rs3890534	0.1605604227
rs11862889	0.9352579707
rs896260	0.4031759245
rs4411504	0.2154493767
rs4786769	0.5893805418
rs8046203	0.5709994796
rs3785237	0.8202495315
rs17135391	0.8920583514
rs12921930	0.92287335
rs12918524	0.8149788169
rs7197327	0.8594406958
rs11149861	0.62727744
rs6500165	0.6568240831
rs12149826	0.3942990379
rs8049626	0.7404261615
rs318218	0.750789525
rs194012	0.2524463626
rs9935398	0.8791241817
rs8049208	0.4736622079
rs9931232	0.0655982684
rs9673242	0.1876729929
rs2074167	0.2550179553
rs9935550	0.1410131049
rs11150071	0.1552768696
rs1390816	0.0590446035
rs8044254	0.702028615
rs4786121	0.3651489313
rs8046408	0.6239068428
rs4787048	0.4843308875
rs449313	0.2632303287
rs12920762	0.2492236769
rs8056889	-0.0387026763
rs8044957	0.8602285419
rs190289	0.1970317246
rs8050291	0.5292405497
rs449781	0.5996770264
rs6498413	0.5080122874
rs153179	0.7793275169
rs1364244	0.3241827367
rs10492851	0.8443752216
rs4784473	0.462264547
rs8063589	0.6333091478
rs12929461	0.9714274407
rs4784488	0.8584777124
rs9788792	0.4416786569
rs12927127	0.3335081964
rs4267317	0.4957532218
rs10163339	0.4405299722
rs12051165	0.8441122963
rs13336313	0.6973877177
rs9935197	0.0376907695
rs226870	0.6864362979
rs174014	0.3242843958
rs12931539	0.8078591106
rs3954312	0.7326216496
rs12925978	0.6408895614
rs4780529	0.1389934733
rs9923551	0.8950283847
rs8059094	0.4090084395
rs12599353	0.8426698678
rs7186931	0.2174483537
rs2914511	0.6799629177
rs16962355	0.4538027641
rs1468770	0.4259317442
rs4784744	0.6398975727
rs918784	0.053682647
rs4949142	0.3731697681
rs170289	0.9920733544
rs12708980	0.3792862646
rs1858994	0.6502583994
rs9927914	0.8865537714
rs12445764	0.0416178118
rs17287186	0.0638300314
rs28563117	0.4530407786
rs12709063	0.6834521118
rs4784168	0.4910607042
rs7184056	0.0249298913
rs16953948	0.6012238323
rs8052265	0.8032857792
rs620238	0.5281194601
rs11075905	0.3954717929
rs12934215	0.5044613933
rs7198374	0.6887265627
rs208591	0.86694064
rs11076969	0.0598720297
rs2302898	0.2860827329
rs4787891	0.5445037967
rs11865172	0.7450339095
rs1364146	0.2706475743
rs17198722	0.1428909171
rs9926188	0.142780625
rs11075956	0.0785108779
rs9302446	0.3806647271
rs7186816	0.8730906231
rs9930182	0.2871261317
rs12446628	0.8674046901
rs10514421	0.7565407338
rs7201057	0.4569435374
rs17248156	0.9731698856
rs8062548	0.735105843
rs11862133	0.9252286006
rs7202348	0.2098741167
rs719353	0.0040915458
rs4533271	0.3208242605
rs11077031	0.1617506004
rs874309	0.7359041461
rs7188810	0.0863211152
rs8050088	0.2188894477
rs9932637	0.4633084632
rs12708819	0.0185838246
rs288621	0.455992197
rs9940990	0.0124859608
rs17193922	0.0098141314
rs1364131	0.1438479781
rs7190602	0.3483032006
rs3925102	0.6098573338
rs12446341	0.0602693444
rs9933459	0.1563779043
rs168253	-0.0224712767
rs8054093	0.9963415632
rs11077043	0.1681137443
rs7197879	0.7246306557
rs9930357	0.6884584873
rs30776	0.0357910161
rs2384974	0.7079071335
rs17263504	0.7608734214
rs13339155	0.4734414562
rs12919413	0.4354500424
rs17250989	0.4502766465
rs9934586	0.5815266119
rs12149428	0.3692131677
rs10871349	0.715829518
rs11076572	0.2062880402
rs4949123	0.3245893336
rs4360919	0.2065125891
rs11647285	0.7741221524
rs2032922	0.5583279168
rs2965771	0.8383265259
rs753853	0.7643637283
rs7199160	0.5406231953
rs7200075	0.5940308383
rs12919786	0.997735255
rs3892964	0.5259844596
rs9924590	0.7852348846
rs11642645	0.0529571743
rs8046429	0.047898568
rs17259663	0.6483680503
rs4780660	0.7336482219
rs12443928	0.5746643704
rs2110610	0.7614037898
rs11862971	0.2995848845
rs3743841	0.2585445734
rs1000711	0.8910099901
rs17724308	0.5232904921
rs3784936	0.1956687414
rs4315313	0.9386761589
rs1873142	0.8094416978
rs6416784	0.4712665796
rs2344143	0.5251486417
rs3743693	0.5223610138
rs11862783	0.928804696
rs11862871	0.9756092407
rs7201025	0.6719921797
rs17139586	0.2115285563
rs17606153	0.7854993007
rs6497745	0.1515041564
rs12448875	0.9465916132
rs2930232	0.6301470447
rs6497619	0.0663368184
rs12920838	0.7807385954
rs1574442	0.5469961597
rs17487769	0.7312017111
rs1559290	0.2951334341
rs4321191	0.1684952674
rs7195239	0.3002048972
rs17457945	0.3281425853
rs1876963	0.2990679994
rs13339009	0.7911383217
rs1002970	0.0694660201
rs8055861	0.2863958382
rs11643759	0.0538242821
rs10596	0.6953351918
rs9930960	0.5485645078
rs12385992	0.8534866241
rs11644876	0.9706433265
rs17604868	0.5415475476
rs224215	0.6869391574
rs2113299	0.2168935056
rs959154	0.7354606556
rs12444222	0.2412342375
rs17739222	0.8273609187
rs12925526	0.7772104648
rs1014144	0.6357470286
rs868045	0.198793288
rs17225394	0.1849132802
rs13708	0.092016377
rs9930810	0.6537671542
rs11859141	0.0324116376
rs17652208	0.0025965953
rs8061580	0.3359320705
rs17206116	0.8403984181
rs7186185	0.8788619003
rs17483069	0.3541000494
rs17758707	0.7260519649
rs12926146	0.4172443942
rs11075634	0.5395757044
rs318217	0.129637652
rs4277354	0.7523826034
rs12932660	0.0602846119
rs2107459	0.5276554489
rs1428840	0.7478680017
rs9924912	0.1520107656
rs17641661	0.4621696248
rs1642009	0.3567050361
rs6500189	0.6154456342
rs6499191	0.3966438801
rs11149882	0.5460732715
rs4843944	0.2273815685
rs12325084	0.4577043549
rs804905	0.7643201812
rs12448752	0.6359558474
rs1496759	-0.0368081815
rs12919446	0.2406922945
rs8051177	0.578783176
rs7199334	0.316334881
rs648929	0.1026507446
rs8064027	0.2453441739
rs17562634	0.4286277362
rs1992893	0.6078595515
rs7404980	0.1103416045
rs232150	0.7295921117
rs9901947	0.9915507124
rs853220	0.730580396
rs8064714	0.6000410323
rs9899706	0.8111119378
rs16969896	0.1597260361
rs9911809	0.6675091101
rs7503479	0.441774356
rs9914037	0.528954514
rs9904943	0.0755179352
rs12937121	0.5500410323
rs7221089	0.1500043854
rs8070220	0.4290126213
rs11078994	0.7246306557
rs11150856	0.0702591594
rs9891980	0.1195359886
rs8068198	0.9644572008
rs4239046	0.8070677234
rs9911171	0.0160365331
rs1382940	0.2802244328
rs16946582	0.2477165901
rs7215989	0.8336783691
rs9893741	0.0212763649
rs9910350	0.9284558291
rs12603858	0.6055882134
rs7406119	0.3228605661
rs9901849	0.8566391032
rs936391	0.8304323367
rs1826930	0.4264134028
rs17565555	0.6321349023
rs9898819	0.0509562607
rs8065502	0.9457199259
rs8081824	0.3747500915
rs4260106	0.0812910492
rs7211717	0.8152424152
rs9904446	0.5895630072
rs2074149	0.6906920707
rs8066255	0.9384840924
rs2469862	0.9852788982
rs4791030	0.3685199034
rs9891716	0.5248699876
rs8073068	0.91397374
rs9891163	0.7440445777
rs4796228	0.9740410927
rs9904784	0.3646526804
rs1463485	0.1394990507
rs2279730	0.3471969354
rs9900772	0.2556599559
rs7221190	0.7573367146
rs2469837	0.5864691222
rs9972942	0.0510360564
rs4796485	0.6770983619
rs2322951	0.2564085065
rs854772	0.9656770503
rs17645893	0.9972126209
rs16954924	0.8636420337
rs8071305	0.9542616222
rs36107109	0.1457878786
rs3826321	0.8720410721
rs9909605	0.885330298
rs4794152	0.177622136
rs8082192	0.8104087123
rs1857737	0.8653699749
rs4985830	0.5301603266
rs11656123	0.8263954433
rs7219557	0.1361612739
rs4327113	0.163057373
rs9898048	0.6498983883
rs17650609	0.8545468756
rs1077817	0.7010448266
rs1424327	0.2600375069
rs6565694	0.4387101031
rs8081778	0.6277062362
rs7223502	0.705412633
rs11651720	0.5850902068
rs899446	0.4750478507
rs4791284	0.1605604227
rs4789046	0.3480989022
rs16951710	0.565770839
rs1469731	0.8179658769
rs10491170	0.7562753887
rs1477142	0.5763124221
rs2250422	0.9496423608
rs4238979	0.0064565836
rs11871583	0.1167105327
rs4325606	0.809529612
rs2366021	0.8845437336
rs10512448	0.4732524061
rs11653830	0.579332018
rs9901439	0.2903555226
rs9890952	-0.0339415709
rs11080016	0.0218431211
rs2019216	0.5423792505
rs12603445	0.1641246849
rs8068019	0.4065801564
rs4995289	0.1233623437
rs7218065	0.9536515601
rs6502907	0.9689008178
rs3744662	0.0699656779
rs9674859	0.1801761416
rs2190463	0.0651947859
rs203013	0.1499559453
rs6503807	0.0518798644
rs1887608	0.6872966829
rs1123024	0.8759765238
rs7213511	0.5368307136
rs12946355	0.578966132
rs758378	0.5412960166
rs2366484	0.6389946258
rs9912895	0.0187622397
rs11079813	0.0024790083
rs9915613	0.0896557911
rs2280108	0.7890241017
rs2716864	0.3384531393
rs4566234	0.8856067566
rs7210156	0.3255037916
rs7216419	0.2022364049
rs2304943	0.6157545017
rs9944402	0.265141942
rs12452946	0.5547388341
rs1567839	0.8664422422
rs7207600	0.0836826722
rs16977367	0.9133628607
rs11871635	0.8576022148
rs1967304	0.0486724849
rs1634517	0.8152424152
rs8079367	0.941012449
rs2159373	0.7282690562
rs9893358	0.8200738831
rs12451931	0.204377084
rs4273072	0.4926570137
rs8082199	0.3441869415
rs2269855	0.0107987938
rs2696278	0.9010543815
rs2871255	0.43880592
rs12449868	0.8361342259
rs16969454	0.6946211036
rs4794740	0.6612909357
rs17719981	0.8148909493
rs10451235	0.8318361382
rs7501662	0.3696092032
rs8064680	0.8393786878
rs11657409	0.8425346286
rs8080847	0.8680171245
rs10852773	0.6400779495
rs2018675	0.2236020253
rs1452666	0.0144909374
rs12603074	0.0003874742
rs8069348	0.5878292508
rs4790232	0.6073145405
rs7503760	0.7659104912
rs894582	0.317662662
rs7218576	0.8590029843
rs758629	0.2438886239
rs17688773	0.4459814043
rs999725	0.2262828187
rs9891388	0.2856651445
rs11650463	0.4093203439
rs2086177	0.3762304558
rs9907023	0.7087087252
rs4646389	0.8098812613
rs11653860	0.7792393168
rs4968854	0.4816525017
rs11657288	0.3020633109
rs9896894	0.0412635199
rs724560	0.7956294243
rs4793011	0.1392648146
rs8065475	0.786292502
rs8077371	0.6171142609
rs854762	0.0256440202
rs8070123	0.9713403173
rs9890666	0.3178668332
rs4332781	0.8241130776
rs17687323	0.5680205351
rs2469803	0.9028880154
rs8065574	0.8067159756
rs1719200	0.6962975578
rs678124	0.4318409743
rs2567512	0.7600778019
rs2240119	3.13351e-05
rs16940819	0.0109136561
rs12600601	0.5984580833
rs2289540	0.0726974563
rs6505138	0.3880392775
rs6565625	0.8270098464
rs4968701	0.5647609573
rs7214928	0.4553260476
rs11650687	0.5077321048
rs1501266	0.0516255173
rs8077301	0.9734312488
rs1054541	0.5615819472
rs12936713	0.0089015679
rs17759012	0.3045374416
rs7215879	0.8658297425
rs7215223	0.0367877821
rs17825388	0.5880117868
rs12936122	0.3865614667
rs17655486	0.4652054264
rs213137	0.1521682256
rs9895322	0.5935751623
rs9905394	0.1515162367
rs1050223	0.6770088207
rs11651990	0.2032510614
rs159293	0.7154736669
rs9905551	0.7329765887
rs17691508	0.4136631294
rs11078603	0.3899931629
rs11870299	0.1734239384
rs11077465	0.5397910635
rs12942539	0.2839934754
rs2174919	0.3405678768
rs11650614	0.3754410708
rs11867974	0.3157216669
rs11263794	0.2605702399
rs12325733	0.8177023468
rs9914201	0.736292502
rs4796398	0.4869249469
rs17681708	-0.0611187665
rs7359575	0.3317890983
rs11078844	0.7986222938
rs12942931	0.9911151765
rs8071619	0.0914550982
rs11658990	0.5198500692
rs7216616	0.3034039944
rs1842167	0.8362219257
rs10514944	-0.0743865393
rs12937311	0.4733469328
rs16974368	0.5554753491
rs3829594	0.8533990447
rs4584866	0.8871654757
rs225249	0.6399877619
rs8072519	0.1996380045
rs2969191	0.4620746992
rs7211297	0.7123591279
rs244366	0.0181769313
rs9911890	0.3028884954
rs568572	0.85226046
rs11876497	0.2496539007
rs7238712	0.3043314266
rs838045	0.9920733544
rs1893665	0.027792354
rs12959623	0.0876719097
rs599554	0.2454521216
rs1870591	0.6521480332
rs1507539	0.9302873318
rs11873973	0.9096099553
rs4890999	0.5805209098
rs11083040	0.0656878427
rs531734	0.2850385158
rs646328	0.3291563391
rs1513680	0.0541857905
rs553389	0.6072236986
rs1421225	0.6640994553
rs3017651	0.8450763286
rs9953490	0.1729559899
rs12955812	0.1380172849
rs12456428	0.0155062682
rs4239307	0.9720373012
rs1588518	0.2509435859
rs636545	0.6591605019
rs12959158	0.147598986
rs8091124	0.2789656568
rs12457274	0.3371426644
rs1444488	0.8464784258
rs510529	0.2240816739
rs11660803	0.7858518434
rs676916	0.1889346752
rs1511771	0.8690669534
rs1865271	0.3582886995
rs12104044	0.5374785123
rs4548982	0.3870520694
rs9946250	0.6603283142
